window_start,avg_packet_size,unique_src_ips,unique_dst_ips,unique_src_ports,protocol_tcp,protocol_udp,protocol_icmp,protocol_other,packet_rate,port_scan_signals,tcp_flag_syn,tcp_flag_ack,tcp_flag_syn_without_ack,tcp_flag_syn_without_ack_ratio
1754938124.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938125.8000002,165.77777777777777,4,4,4,0.4444444444444444,0.4444444444444444,0,0.1111111111111111,9.0,4,2,3,0,0.0
1754938126.8000002,571.4375,3,3,2,0.9375,0,0,0.0625,16.0,2,0,15,0,0.0
1754938127.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938128.8000002,135.88888888888889,4,4,1,0,0.4444444444444444,0,0.5555555555555556,18.0,1,0,0,0,0
1754938129.8000002,42.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938130.8000002,128.85714285714286,4,4,1,0,0.2857142857142857,0,0.7142857142857143,7.0,1,0,0,0,0
1754938131.8000002,42.0,3,3,0,0,0,0,1.0,4.0,0,0,0,0,0
1754938132.8000002,42.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938133.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938134.8000002,76.8,3,3,2,0.8,0,0,0.2,5.0,2,0,4,0,0.0
1754938135.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938136.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938137.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938138.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938139.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938140.8000002,62.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938141.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938142.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938143.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938144.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938145.8000002,72.45454545454545,4,4,2,0.8181818181818182,0,0,0.18181818181818182,11.0,2,0,9,0,0.0
1754938146.8000002,64.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938147.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938148.8000002,64.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938149.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938150.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938151.8000002,164.5,5,5,3,0.5,0.16666666666666666,0,0.3333333333333333,6.0,3,0,3,0,0.0
1754938152.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938153.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938154.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938155.8000002,76.8,3,3,2,0.8,0,0,0.2,5.0,2,0,4,0,0.0
1754938156.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938157.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938158.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938159.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938160.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938161.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938162.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938163.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938164.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938165.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938166.8000002,58.0,2,3,0,0,0,0,1.0,3.0,0,0,0,0,0
1754938167.8000002,92.0,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754938168.8000002,80.66666666666667,4,5,4,0.8888888888888888,0,0,0.1111111111111111,9.0,3,0,8,0,0.0
1754938169.8000002,62.0,3,3,1,0.3333333333333333,0,0,0.6666666666666666,3.0,1,0,1,0,0.0
1754938170.8000002,101.0,8,9,7,0.75,0.125,0,0.125,16.0,7,0,12,0,0.0
1754938171.8000002,75.3,3,8,7,0.9,0,0,0.1,10.0,2,0,9,0,0.0
1754938172.8000002,71.9090909090909,6,6,3,0.6363636363636364,0,0,0.36363636363636365,11.0,3,0,7,0,0.0
1754938173.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938174.8000002,84.85714285714286,4,4,3,0.8571428571428571,0,0,0.14285714285714285,7.0,3,0,6,0,0.0
1754938175.8000002,65.0,3,4,2,0.5,0,0,0.5,4.0,1,0,2,0,0.0
1754938176.8000002,44.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938177.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938178.8000002,76.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938179.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938180.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938181.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938182.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938183.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938184.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938185.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938186.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938187.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938188.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938189.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938190.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938191.8000002,118.8,3,4,2,0,0.6,0,0.4,5.0,2,0,0,0,0
1754938192.8000002,79.5,3,3,2,0.75,0,0,0.25,4.0,2,0,3,0,0.0
1754938193.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938194.8000002,62.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938195.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938196.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938197.8000002,149.5,3,3,2,0.75,0,0,0.25,4.0,2,0,3,0,0.0
1754938198.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938199.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938200.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938211.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938213.8000002,105.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754938214.8000002,85.5,2,2,2,1.0,0,0,0,2.0,2,0,2,0,0.0
1754938217.8000002,97.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938219.8000002,66.66666666666667,4,4,2,0.6666666666666666,0,0,0.3333333333333333,6.0,2,0,4,0,0.0
1754938224.8000002,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754938226.8000002,92.0,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754938227.8000002,92.0,3,3,3,1.0,0,0,0,6.0,3,0,6,0,0.0
1754938229.8000002,92.0,5,5,5,1.0,0,0,0,12.0,5,0,12,0,0.0
1754938230.8000002,92.0,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754938231.8000002,117.5,5,5,4,0.75,0.125,0,0.125,8.0,4,0,6,0,0.0
1754938233.8000002,92.0,3,3,3,1.0,0,0,0,6.0,3,0,6,0,0.0
1754938243.8000002,155.5,2,2,2,1.0,0,0,0,4.0,2,0,4,0,0.0
1754938246.8000002,78.6,2,2,2,1.0,0,0,0,5.0,2,0,5,0,0.0
1754938251.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938252.8000002,42.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938254.8000002,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754938267.8000002,78.6,2,2,2,1.0,0,0,0,5.0,2,0,5,0,0.0
1754938271.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938272.8000002,86.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938273.8000002,86.0,1,1,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938278.8000002,78.6,2,2,2,1.0,0,0,0,5.0,2,0,5,0,0.0
1754938280.8000002,78.6,3,3,3,1.0,0,0,0,10.0,3,0,10,0,0.0
1754938282.8000002,78.6,5,5,5,1.0,0,0,0,20.0,5,0,20,0,0.0
1754938283.8000002,94.3076923076923,4,6,5,0.5384615384615384,0.3076923076923077,0,0.15384615384615385,13.0,4,0,7,0,0.0
1754938284.8000002,68.81818181818181,6,6,4,0.7272727272727273,0.09090909090909091,0,0.18181818181818182,11.0,4,0,8,0,0.0
1754938286.8000002,78.54545454545455,3,3,3,1.0,0,0,0,11.0,3,0,11,0,0.0
1754938288.8000002,82.0,1,2,0,0,0,0,1.0,4.0,0,0,0,0,0
1754938289.8000002,185.66666666666666,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754938290.8000002,42.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938291.8000002,121.2,2,5,1,0,0.2,0,0.8,5.0,1,0,0,0,0
1754938296.8000002,98.0,1,1,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938297.8000002,46.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938298.8000002,86.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938311.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938314.8000002,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754938331.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938335.8000002,185.33333333333334,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754938337.8000002,97.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938339.8000002,79.0,2,2,2,1.0,0,0,0,4.0,2,0,4,0,0.0
1754938340.8000002,42.0,2,4,0,0,0,0,1.0,4.0,0,0,0,0,0
1754938344.8000002,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754938351.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938355.8000002,973.7592592592592,4,5,4,0.8888888888888888,0.07407407407407407,0,0.037037037037037035,54.0,4,2,47,0,0.0
1754938356.8000002,1396.1,2,2,2,1.0,0,0,0,10.0,2,0,10,0,0.0
1754938360.8000002,82.0,1,2,0,0,0,0,1.0,4.0,0,0,0,0,0
1754938371.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938374.8000002,96.8,4,4,5,0.6666666666666666,0.3333333333333333,0,0,15.0,5,2,9,0,0.0
1754938379.8000002,66.8,4,4,2,0.6,0,0,0.4,5.0,2,0,3,0,0.0
1754938381.8000002,307.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754938382.8000002,105.33333333333333,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754938391.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938402.8000002,78.0,3,3,2,0.4,0,0,0.6,5.0,2,0,2,0,0.0
1754938404.8000002,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754938407.8000002,42.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938411.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938415.8000002,110.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938416.8000002,66.0,1,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938420.8000002,66.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938422.8000002,86.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754938427.8000002,307.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754938428.8000002,125.0,2,2,2,1.0,0,0,0,2.0,2,0,2,0,0.0
1754938431.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938433.8000002,42.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938434.8000002,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754938446.8000002,76.71428571428571,2,2,2,1.0,0,0,0,7.0,2,0,7,0,0.0
1754938451.8000002,118.0,4,4,1,0,0.25,0,0.75,4.0,1,0,0,0,0
1754938457.8000002,97.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938459.8000002,79.0,2,2,2,1.0,0,0,0,4.0,2,0,4,0,0.0
1754938464.8000002,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754938471.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938474.8000002,155.75,2,2,2,1.0,0,0,0,4.0,2,0,4,0,0.0
1754938479.8000002,42.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754938491.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754938494.8000002,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754938511.8000002,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939420.2,83.33333333333333,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939420.6000001,66.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939421.4,59.333333333333336,2,2,0,0,0,0,1.0,3.0,0,0,0,0,0
1754939421.6000001,86.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939429.8000002,86.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939431.0,46.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939440.2,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754939442.2,306.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939442.6000001,105.33333333333333,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939447.6000001,42.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754939451.4,66.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939451.8000002,66.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939452.6000001,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939452.8000002,111.33333333333333,2,2,1,0,0.5,0,0.5,6.0,1,0,0,0,0
1754939453.4,138.1818181818182,3,3,1,0,0.45454545454545453,0,0.5454545454545454,11.0,1,0,0,0,0
1754939453.8000002,110.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939454.2,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939454.4,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939455.0,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939455.4,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939455.8000002,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939456.4,42.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939470.2,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754939475.4,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939484.2,78.0,1,1,1,0,1.0,0,0,2.0,1,0,0,0,0
1754939484.4,120.5,2,3,1,0,0.5,0,0.5,4.0,1,0,0,0,0
1754939485.6000001,78.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939488.2,307.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939488.6000001,125.0,2,2,2,1.0,0,0,0,2.0,2,0,2,0,0.0
1754939489.4,62.0,3,4,0,0,0,0,1.0,4.0,0,0,0,0,0
1754939489.8000002,82.0,1,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754939495.4,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939497.0,66.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939497.2,66.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939500.4,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754939515.6000001,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939530.4,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754939530.8000002,86.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939531.4,86.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939532.8000002,70.0,2,2,1,0.5,0,0,0.5,2.0,1,0,1,0,0.0
1754939534.4,306.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939534.6000001,125.0,2,2,2,1.0,0,0,0,2.0,2,0,2,0,0.0
1754939535.4,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939537.8000002,42.0,2,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754939540.4,83.33333333333333,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939540.6000001,66.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939546.6000001,97.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939546.8000002,66.0,1,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754939552.2,86.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939552.8000002,86.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939554.8000002,46.0,1,1,0,0,0,0,1.0,1.0,0,0,0,0,0
1754939555.6000001,246.5,3,3,1,0,0.5,0,0.5,4.0,2,0,0,0,0
1754939557.6000001,152.4,3,3,2,0,0.8,0,0.2,5.0,2,0,0,0,0
1754939557.8000002,1074.5588235294117,3,3,2,0.9852941176470589,0,0,0.014705882352941176,68.0,2,2,66,0,0.0
1754939558.2,119.0,2,3,3,0.2,0.8,0,0,5.0,3,1,0,1,1.0
1754939558.4,528.0,2,2,2,1.0,0,0,0,20.0,2,1,20,0,0.0
1754939558.6000001,418.44444444444446,3,3,4,0.7777777777777778,0.2222222222222222,0,0,18.0,4,2,13,0,0.0
1754939558.8000002,520.1428571428571,2,2,2,1.0,0,0,0,7.0,2,0,7,0,0.0
1754939559.2,162.08333333333334,3,3,4,0.6666666666666666,0.3333333333333333,0,0,12.0,4,2,7,0,0.0
1754939559.4,625.5,2,2,2,1.0,0,0,0,12.0,2,0,12,0,0.0
1754939560.2,119.0,2,3,3,0.2,0.8,0,0,5.0,3,1,0,1,1.0
1754939560.4,461.3181818181818,3,3,3,0.9545454545454546,0.045454545454545456,0,0,22.0,3,1,21,0,0.0
1754939561.0,165.5,3,3,4,0.5,0.5,0,0,8.0,4,2,3,0,0.0
1754939561.2,614.8666666666667,2,2,2,1.0,0,0,0,15.0,2,0,15,0,0.0
1754939562.4,54.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939562.6000001,54.0,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939562.8000002,63.333333333333336,3,4,2,0.6666666666666666,0,0,0.3333333333333333,6.0,2,0,4,0,0.0
1754939563.0,82.0,1,2,0,0,0,0,1.0,2.0,0,0,0,0,0
1754939563.2,106.33333333333333,2,2,2,0,1.0,0,0,3.0,2,0,0,0,0
